ID,Año,Estado,Mes,Delegación,Colonia,Tipo,Ruta,Evidencia,Link,Foto de Evidencia,Soporte Publicitario,Formato de Anuncio,Anunciante(s),Campaña,Industria,Gerente,BUM,Dirección,Categoria,Medicion
3703,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_35,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_35,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_35,Antetecho,Digital,TEXIN,BRANDING,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos",Sin Asignar,Sin Asignar,Sin Asignar,Pagado,Antiguo
3704,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_36,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_36,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_36,Antetecho,Digital,AT&T,ARMALO,Telecomunicaciones,Alejandra Quevedo,Claudio,Alejandro Leal,Pagado,Antiguo
3705,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_37,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_37,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_37,Antetecho,Digital,AT&T,ARMALO,Telecomunicaciones,Alejandra Quevedo,Claudio,Alejandro Leal,Pagado,Antiguo
3707,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_2,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_2,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_2,Panel de Pasillo,Digital,KAYAK,BRANDING,Servicios,Sin Asignar,Sin Asignar,Sin Asignar,Pagado,Antiguo
3710,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_7,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_7,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_7,Panel de Pasillo,Digital,LEGAFY,CONTRATO PARA DISEÑO DE PARED,ONG y Fundaciones,Sin Asignar,Sin Asignar,Sin Asignar,Pagado,Antiguo
3711,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_8,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_8,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_8,Panel de Pasillo,Digital,LEGAFY,CONTRATO PARA DISEÑO DE PARED,ONG y Fundaciones,Sin Asignar,Sin Asignar,Sin Asignar,Pagado,Antiguo
3712,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_9,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_9,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_9,Panel de Pasillo,Digital,SC JOHNSON,FAMILY GUARD,"Productos, Accesorios y Herramientas para Casa Habitacion",Carlos Mujica,Oscar,Alejandro Leal,Pagado,Antiguo
3713,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_10,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_10,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_10,Panel de Pasillo,Digital,SC JOHNSON,FAMILY GUARD,"Productos, Accesorios y Herramientas para Casa Habitacion",Carlos Mujica,Oscar,Alejandro Leal,Pagado,Antiguo
3720,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_17,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_17,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_17,Panel de Pasillo,Digital,LEGAFY,CONTRATO PARA DISEÑO DE PARED,ONG y Fundaciones,Sin Asignar,Sin Asignar,Sin Asignar,Pagado,Antiguo
3723,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_20,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_20,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_20,Panel de Pasillo,Digital,SC JOHNSON,FAMILY GUARD,"Productos, Accesorios y Herramientas para Casa Habitacion",Carlos Mujica,Oscar,Alejandro Leal,Pagado,Antiguo
3724,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_21,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_21,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3f111d48-b0f0-4f69-b285-5d6d93bc495c%5D%2Fanuncio_terminal_21,Panel de Pasillo,Digital,KAYAK,BRANDING,Servicios,Sin Asignar,Sin Asignar,Sin Asignar,Pagado,Antiguo
3728,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A99c9092b-b1a4-4c70-9103-7f15ff035f28%5D%2Fanuncio_terminal_3,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A99c9092b-b1a4-4c70-9103-7f15ff035f28%5D%2Fanuncio_terminal_3,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A99c9092b-b1a4-4c70-9103-7f15ff035f28%5D%2Fanuncio_terminal_3,Muro Publicitario,Digital,KIA,BRANDING,Automotriz,Sandro Tafoya,Aponte,Roberto Caballero,Pagado,Antiguo
3740,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A62c82891-fb57-42ad-82c0-c7b7fc776024%5D%2Fanuncio_terminal_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A62c82891-fb57-42ad-82c0-c7b7fc776024%5D%2Fanuncio_terminal_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A62c82891-fb57-42ad-82c0-c7b7fc776024%5D%2Fanuncio_terminal_6,Muro Publicitario,Digital,HSBC,BRANDING,"Bancos, Financieros, Seguros, Credito y Empeño",Shirley Hernandez,Steph,Enrique Vargas,Pagado,Antiguo
3750,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A62c82891-fb57-42ad-82c0-c7b7fc776024%5D%2Fanuncio_terminal_17,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A62c82891-fb57-42ad-82c0-c7b7fc776024%5D%2Fanuncio_terminal_17,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A62c82891-fb57-42ad-82c0-c7b7fc776024%5D%2Fanuncio_terminal_17,Muro Publicitario,Digital,SAMSUNG,GALAXY S21 SERIES 5G,"Electronica, Electrodomesticos y Fotografias",Roberto Contreras,Eli Caballero,Roberto Caballero,Pagado,Antiguo
3752,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A62c82891-fb57-42ad-82c0-c7b7fc776024%5D%2Fanuncio_terminal_19,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A62c82891-fb57-42ad-82c0-c7b7fc776024%5D%2Fanuncio_terminal_19,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A62c82891-fb57-42ad-82c0-c7b7fc776024%5D%2Fanuncio_terminal_19,Muro Publicitario,Digital,SANTANDER,DISFRUTA BENEFICIOS AL VIAJAR Y AL COMPRAR,"Bancos, Financieros, Seguros, Credito y Empeño",Adriana Balbuena,Claudio,Alejandro Leal,Pagado,Antiguo
3754,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A62c82891-fb57-42ad-82c0-c7b7fc776024%5D%2Fanuncio_terminal_21,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A62c82891-fb57-42ad-82c0-c7b7fc776024%5D%2Fanuncio_terminal_21,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A62c82891-fb57-42ad-82c0-c7b7fc776024%5D%2Fanuncio_terminal_21,Muro Publicitario,Digital,SISNOVA,MEDALLA DE ORO EN SALUD,"Bancos, Financieros, Seguros, Credito y Empeño",Sin Asignar,Sin Asignar,Sin Asignar,Pagado,Antiguo
3766,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A45bf2035-afa1-44b2-a925-c95da64c8efa%5D%2Fanuncio_terminal_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A45bf2035-afa1-44b2-a925-c95da64c8efa%5D%2Fanuncio_terminal_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A45bf2035-afa1-44b2-a925-c95da64c8efa%5D%2Fanuncio_terminal_6,Muro Publicitario,Digital,HSBC,BRANDING,"Bancos, Financieros, Seguros, Credito y Empeño",Shirley Hernandez,Steph,Enrique Vargas,Pagado,Antiguo
3955,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Af1ff02ab-eeb7-4c79-9d1e-a55359fc57ee%5D%2Fanuncio_terminal_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Af1ff02ab-eeb7-4c79-9d1e-a55359fc57ee%5D%2Fanuncio_terminal_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Af1ff02ab-eeb7-4c79-9d1e-a55359fc57ee%5D%2Fanuncio_terminal_6,Muro Publicitario,Digital,TOP GOLF MONTERREY,BRANDING,"Deportes, Gimnasios y Centros Deportivos",Sin Asignar,Sin Asignar,Sin Asignar,Pagado,Antiguo
3956,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A303d87a8-a4e3-4514-8bc8-0b69d33f319f%5D%2Fanuncio_terminal_37,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A303d87a8-a4e3-4514-8bc8-0b69d33f319f%5D%2Fanuncio_terminal_37,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A303d87a8-a4e3-4514-8bc8-0b69d33f319f%5D%2Fanuncio_terminal_37,Muro Publicitario,Digital,TOP GOLF MONTERREY,BRANDING,"Deportes, Gimnasios y Centros Deportivos",Sin Asignar,Sin Asignar,Sin Asignar,Pagado,Antiguo
3957,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_24,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_24,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_24,Muro Publicitario,Digital,TOP GOLF MONTERREY,BRANDING,"Deportes, Gimnasios y Centros Deportivos",Sin Asignar,Sin Asignar,Sin Asignar,Pagado,Antiguo
3958,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_39,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_39,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_39,Antetecho,Digital,TOP GOLF MONTERREY,BRANDING,"Deportes, Gimnasios y Centros Deportivos",Sin Asignar,Sin Asignar,Sin Asignar,Pagado,Antiguo
3963,2021,CDMX,06-jun-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_40,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_40,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Junio+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A683faa1a-4eb3-4e56-b04a-eed9935f3c46%5D%2Fanuncio_terminal_40,Muro Publicitario,Digital,WALT DISNEY,LUCA,"Entretenimiento, Cine, Espectaculos, Juegos y Sorteos",Roberto Contreras,Eli Caballero,Roberto Caballero,Pagado,Antiguo
4936,2021,CDMX,07-jul-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Agosto+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ad5952595-d6c1-456d-82f0-54456f14df39%5D%2Fanuncio_terminal_3,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Agosto+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ad5952595-d6c1-456d-82f0-54456f14df39%5D%2Fanuncio_terminal_3,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Agosto+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ad5952595-d6c1-456d-82f0-54456f14df39%5D%2Fanuncio_terminal_3,Panel de Pasillo,Digital,CLARA,BRANDING,"Bancos, Financieros, Seguros, Credito y Empeño",Adriana Balbuena,Claudio,Alejandro Leal,Pagado,Antiguo
4938,2021,CDMX,07-jul-21,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Agosto+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ad5952595-d6c1-456d-82f0-54456f14df39%5D%2Fanuncio_terminal_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Agosto+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ad5952595-d6c1-456d-82f0-54456f14df39%5D%2Fanuncio_terminal_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Aeropuerto+Agosto+2021%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ad5952595-d6c1-456d-82f0-54456f14df39%5D%2Fanuncio_terminal_6,Pantalla,Digital,CERAVE,BRANDING,"Higiene Personal, Productos de Bellza y Salud",Erilú Hernández,Erilú,Roberto Caballero,Pagado,Antiguo
