Establecimiento,Lat,Lon
FERRETERIA DEL HOGAR,19.73041003,-101.1721111
FERRETERIA DEL LAGO,19.72916979,-101.2188659
FERRETERIA DEL RIO,19.68637814,-101.2256687
FERRETERÍA DEL SUR,19.69825497,-101.2428322
FERRETERÍA DIANA,19.70205482,-101.2261918
FERRETERIA DISTRIBUIDORA BROKER,19.65571533,-101.1557806
FERRETERIA EL ANGEL,19.63995869,-101.2317698
FERRETERÍA EL AVION,19.6886974,-101.1642994
FERRETERÍA EL BAMBU,19.66466016,-101.1878335
FERRETERÍA EL CODITO,19.66486555,-101.1891007
FERRETERIA EL CONSTRUCTOR,19.7049729,-101.2467474
FERRETERIA EL DON,19.67496757,-101.301489
FERRETERIA EL GALLO,19.69601606,-101.1900966
FERRETERIA EL GALLO,19.68337569,-101.3053217
FERRETERÍA EL GLOBO,19.69354858,-101.1908643
FERRETERÍA EL JARRITO,19.66512706,-101.1935211
FERRETERÍA EL KICHO,19.7097568,-101.2044238
FERRETERIA EL MARTILLO,19.68798497,-101.1246749
FERRETERÍA EL MIRADOR,19.70553646,-101.1562703
FERRETERÍA EL PARICUTÍN,19.71775841,-101.1908192
FERRETERIA EL PERICO,19.72038672,-101.199685
FERRETERÍA EL PLAN,19.71338,-101.1790892
FERRETERÍA EL PROVEEDOR MORELIANO,19.70263054,-101.1722126
FERRETERÍA EL PUENTE,19.71711173,-101.1754899
FERRETERIA EL PUENTE,19.73435682,-101.1349202
FERRETERIA EL PUENTE,19.69943211,-101.2461008
FERRETERIA EL ROBLE,19.7013436,-101.2585856
FERRETERIA EL ROBLE,19.69598865,-101.1887649
FERRETERIA EL TALISMAN,19.69392024,-101.1729613
FERRETERIA EL TODOLOGO,19.69015932,-101.1977269
FERRETERÍA EL TORNILLO DE ORO,19.70031729,-101.1731173
FERRETERIA ELECTRICOSAS,19.76563045,-101.12285
FERRETERIA EXPO TODO DE TODO,19.6934163,-101.1782601
FERRETERIA FER SAN,19.70894219,-101.1748128
FERRETERIA FERNANDEZ,19.71238774,-101.1846594
FERRETERÍA FERRE EXPENDIÓ,19.70369464,-101.1712697
FERRETERÍA FERRE EXPRESS,19.69086485,-101.1483321
FERRETERIA FERRE MATERIALES EL FAMOSO,19.65831471,-101.2175187
FERRETERIA FERRE MORELIA,19.68957393,-101.1792192
FERRETERIA FERRECUMBRES DE MORELIA,19.70625594,-101.1509836
FERRETERIA FERREMATERIALES TOLEDO,19.73233473,-101.1821978
FERRETERIA FERREMEXICO,19.71003722,-101.2357519
FERRETERIA FERREMUNDO,19.68703174,-101.1971833
FERRETERIA FERREOBRERA,19.71312562,-101.1816033
FERRETERIA FERREPIEZA,19.73365981,-101.1706621
FERRETERIA FERRESOL DE MORELIA,19.69830339,-101.2699379
FERRETERIA FICURA,19.67452478,-101.3089438
FERRETERIA FUENTES,19.71689517,-101.2009795
FERRETERIA GAMM,19.70479983,-101.1545785
FERRETERIA GEMINIS,19.68499678,-101.2013814
FERRETERIA GONZALEZ,19.70114148,-101.1995533
FERRETERÍA GONZALEZ DIAZ Y SUCESORES,19.69281349,-101.1880912
FERRETERÍA GUADALAJARA,19.69234435,-101.1839849
FERRETERIA HEMEGA,19.70494102,-101.2244849
FERRETERÍA HERMA CERRADURAS Y HERRAJE,19.6907601,-101.1881576
FERRETERIA HERMANOS GONZALEZ DIAZ,19.69221321,-101.1877585
FERRETERIA HERPROM,19.67111194,-101.2027273
FERRETERÍA HERRAMIENTAS MORELIA,19.69048529,-101.1881688
"FERRETERÍA HIDRÁULICA HIDROMICH, S.A. DE C.V.",19.71468188,-101.1713199
FERRETERIA IKER,19.74394852,-101.1444765
FERRETERÍA ILSE,19.70655229,-101.2156004
FERRETERÍA INDAR,19.72522232,-101.2039092
FERRETERÍA INDEPENDENCIA,19.69516154,-101.1878764
FERRETERÍA ISMAR,19.69229056,-101.1893786
FERRETERIA JARDINES,19.71101359,-101.2274615
FERRETERIA JENY,19.75343874,-101.2108254
FERRETERÍA JESKAR,19.72618984,-101.1766057
FERRETERIA JESUS DEL MONTE,19.65774951,-101.1568705
FERRETERÍA JP,19.70949013,-101.2201893
FERRETERIA JYJ,19.71618852,-101.1926751
FERRETERÍA KATY,19.73667973,-101.2029947
FERRETERIA LA CASA DEL TORNILLO,19.73239999,-101.1832332
FERRETERIA LA CENTRAL,19.69366055,-101.1879208
FERRETERIA LA CENTRAL,19.71022982,-101.2076795
FERRETERÍA LA CHIQUITA,19.70165148,-101.2685086
FERRETERIA LA CRUZ,19.72439356,-101.2138053
FERRETERIA LA CUMBRE,19.73732306,-101.1991795
FERRETERÍA LA ECONÓMICA S.A DE C.V,19.6681625,-101.1893633
FERRETERIA LA ESTRELLA,19.67305604,-101.2176643
FERRETERÍA LA FERRE,19.68869966,-101.1460782
FERRETERIA LA FORTUNA,19.74057157,-101.2051024
FERRETERIA LA FRAGUA,19.69495717,-101.1513457
FERRETERIA LA GARITA,19.70202253,-101.2061181
FERRETERIA LA GUERA,19.70558987,-101.1842772
FERRETERIA LA MAGA,19.70857205,-101.2154235
FERRETERIA LA PALESTINA,19.70114624,-101.1994526
FERRETERIA LA PALMA,19.69592462,-101.1923851
FERRETERIA LA PERLA,19.67885032,-101.3042437
FERRETERIA LA PRIMAVERA,19.70705484,-101.1487812
FERRETERIA LA PROVIDENCIA,19.76722189,-101.115878
FERRETERIA LA REGIA,19.69940922,-101.1584148
FERRETERIA LA UNION,19.72438545,-101.2300183
