Establecimiento,Lat,Lon
ABARROTERIA GONZALEZ,19.472275,-99.15098213
ABARROTERIA KETCHI,19.36850099,-99.11185618
ABARROTERIA LAURA,19.26631521,-99.10266318
ABARROTERIA LIZETH,19.33444392,-99.04996302
ABARROTERIA LUIS,19.45792005,-99.14579707
ABARROTERÍA PASTELERÍA LA HIDALGUENSE,19.3984915,-99.18559794
ABARROTERO MERCED,19.42851733,-99.13649571
ABARROTES,19.38354846,-99.02706048
ABARROTES,19.37730253,-99.10025878
ABARROTES,19.37761207,-99.1110764
ABARROTES,19.37760985,-99.11107674
ABARROTES,19.44488579,-99.10791612
ABARROTES,19.4924437,-99.18408788
ABARROTES,19.37474681,-99.10238028
ABARROTES,19.37474281,-99.10238077
ABARROTES,19.37473659,-99.10238155
ABARROTES,19.37473432,-99.10238183
ABARROTES,19.52145114,-99.15869551
ABARROTES,19.44056645,-99.17018618
ABARROTES,19.44056645,-99.17018618
ABARROTES,19.44056645,-99.17018618
ABARROTES,19.387441,-99.03317518
ABARROTES,19.41303128,-99.09146143
ABARROTES,19.27500552,-99.20723529
ABARROTES,19.24076837,-98.99646367
ABARROTES,19.24459926,-99.09232104
ABARROTES,19.29157319,-99.06695485
ABARROTES,19.49019151,-99.08327914
ABARROTES,19.2988236,-99.22303978
ABARROTES,19.32980593,-99.03253509
ABARROTES,19.43998847,-99.11416917
ABARROTES,19.49361136,-99.19968149
ABARROTES,19.34614127,-99.03414226
ABARROTES,19.29292304,-99.22835833
ABARROTES,19.32590777,-99.02587721
ABARROTES,19.42970325,-99.14437856
ABARROTES,19.38600403,-99.10793594
ABARROTES,19.45209467,-99.16044651
ABARROTES,19.45209467,-99.16044651
ABARROTES,19.3364986,-99.06888779
ABARROTES,19.31492955,-99.10379004
ABARROTES,19.31492955,-99.10379004
ABARROTES,19.39239064,-99.1041206
ABARROTES,19.39329557,-99.10630051
ABARROTES,19.39319129,-99.10581929
ABARROTES,19.39364427,-99.10572668
ABARROTES,19.39364427,-99.10572668
ABARROTES,19.39364427,-99.10572668
ABARROTES,19.39307504,-99.10584306
ABARROTES,19.35588204,-99.03290015
ABARROTES,19.33988304,-98.98746529
ABARROTES,19.34298345,-99.02098439
ABARROTES,19.32758656,-98.97107459
ABARROTES,19.3408614,-99.10010609
ABARROTES,19.33807904,-99.10851635
ABARROTES,19.27881289,-99.00592058
ABARROTES,19.38144338,-99.02770776
ABARROTES,19.34146719,-99.02294188
ABARROTES,19.33026121,-99.02524691
ABARROTES,19.33390312,-99.03079271
ABARROTES,19.26905839,-99.11325349
ABARROTES,19.32899343,-99.02273803
ABARROTES,19.32744583,-98.97571162
ABARROTES,19.32793915,-99.040577
ABARROTES,19.32746191,-99.03893784
ABARROTES,19.32795175,-99.04304789
ABARROTES,19.34219434,-99.03908025
ABARROTES,19.45281478,-99.20225729
ABARROTES,19.36898999,-99.11916005
ABARROTES,19.36898999,-99.11916005
ABARROTES,19.36898383,-99.11916145
ABARROTES,19.48804235,-99.09918398
ABARROTES,19.48804235,-99.09918398
ABARROTES,19.48804235,-99.09918398
ABARROTES,19.50081435,-99.09504838
ABARROTES,19.36579793,-99.12087795
ABARROTES,19.41582225,-99.10097899
ABARROTES,19.3922506,-99.04426055
ABARROTES,19.37215626,-99.20857064
ABARROTES,19.4860246,-99.07786888
ABARROTES,19.4860246,-99.07786888
ABARROTES,19.30341821,-99.26794695
ABARROTES,19.45209467,-99.16044651
ABARROTES,19.2982304,-99.25930593
ABARROTES,19.49604011,-99.06722055
ABARROTES,19.49693729,-99.06980167
ABARROTES,19.4608119,-99.10346256
ABARROTES,19.46041801,-99.09934367
ABARROTES,19.50028031,-99.08461779
ABARROTES,19.45987925,-99.09170043
ABARROTES,19.26741821,-99.2068833
ABARROTES,19.32004919,-99.10595495
ABARROTES,19.40083571,-99.1064479
ABARROTES,19.26172288,-99.10396354
ABARROTES,19.26172288,-99.10396354
ABARROTES,19.26172288,-99.10396354
ABARROTES,19.31655974,-99.10987561
ABARROTES,19.48299991,-99.11557028
ABARROTES,19.39294818,-99.19766901
ABARROTES,19.38072674,-99.03686756
ABARROTES,19.37485098,-99.03285848
ABARROTES,19.50318969,-99.18321904
ABARROTES,19.45932891,-99.12164107
ABARROTES,19.48687036,-99.10671749
ABARROTES,19.48687036,-99.10671749
ABARROTES,19.48687036,-99.10671749
ABARROTES,19.48697729,-99.1062673
ABARROTES,19.38818888,-99.14712261
ABARROTES,19.36507374,-99.1221155
ABARROTES,19.37266162,-99.12991023
ABARROTES,19.37266162,-99.12991023
ABARROTES,19.41131263,-99.06256765
ABARROTES,19.31755094,-99.05805065
ABARROTES,19.48804235,-99.09918398
ABARROTES,19.34162116,-99.19787218
ABARROTES,19.3185385,-99.14065294
ABARROTES,19.3185385,-99.14065294
ABARROTES,19.3185385,-99.14065294
ABARROTES,19.3411083,-99.19943027
ABARROTES,19.34162116,-99.19787218
ABARROTES,19.46697799,-99.17534903
ABARROTES,19.36516072,-99.05072742
ABARROTES,19.40237915,-99.18921625
ABARROTES,19.40237915,-99.18921625
ABARROTES,19.49019151,-99.08327914
ABARROTES,19.49019151,-99.08327914
ABARROTES,19.49213574,-99.1393943
ABARROTES,19.36915644,-99.08708042
ABARROTES,19.42859329,-99.05642541
ABARROTES,19.29103054,-99.0485164
ABARROTES,19.43277106,-99.09715397
ABARROTES,19.43277106,-99.09715397
ABARROTES,19.43277106,-99.09715397
ABARROTES,19.44816174,-99.05790915
ABARROTES,19.34285357,-98.99077793
ABARROTES,19.3452771,-98.99877451
ABARROTES,19.37911008,-99.20778153
ABARROTES,19.41106015,-99.11805633
ABARROTES,19.41159122,-99.11777249
ABARROTES,19.41303128,-99.09146143
ABARROTES,19.41111141,-99.11804872
ABARROTES,19.41111141,-99.11804872
ABARROTES,19.36438647,-99.20022081
ABARROTES,19.44370103,-99.13512647
ABARROTES,19.44370103,-99.13512647
ABARROTES,19.33763572,-99.10882749
ABARROTES,19.33763572,-99.10882749
ABARROTES,19.34070791,-99.02363481
ABARROTES,19.34988262,-99.02302203
ABARROTES,19.32526732,-98.97956774
ABARROTES,19.25889602,-99.0084983
ABARROTES,19.25779975,-99.0093182
ABARROTES,19.330948,-99.16963295
ABARROTES,19.32794498,-99.17013563
ABARROTES,19.32824029,-99.17221989
ABARROTES,19.34441101,-99.13970014
ABARROTES,19.31259075,-99.06113799
ABARROTES,19.40566529,-99.07616796
ABARROTES,19.3244866,-99.11101957
ABARROTES,19.31251622,-99.07756609
ABARROTES,19.30699448,-99.08218133
ABARROTES,19.38832466,-99.06675774
ABARROTES,19.38535313,-99.10250302
ABARROTES,19.3550408,-99.21613705
ABARROTES,19.45188851,-99.07213665
ABARROTES,19.42961424,-99.12397313
ABARROTES,19.42964514,-99.12425084
ABARROTES,19.42961424,-99.12397313
ABARROTES,19.33679794,-99.16733569
ABARROTES,19.47551113,-99.1768304
ABARROTES,19.4194527,-99.13383377
ABARROTES,19.32794049,-99.02846412
ABARROTES,19.32771288,-99.02736721
ABARROTES,19.33075723,-99.02911973
ABARROTES,19.31566692,-99.04296088
ABARROTES,19.31623211,-99.04521535
ABARROTES,19.32271641,-99.03003066
ABARROTES,19.30121606,-99.17401108
ABARROTES,19.43998847,-99.11416917
ABARROTES,19.43277106,-99.09715397
ABARROTES,19.43277106,-99.09715397
ABARROTES,19.3470433,-99.05093711
ABARROTES,19.34492468,-99.04418077
ABARROTES,19.34612401,-99.04430071
ABARROTES,19.34574865,-99.04425681
ABARROTES,19.34607376,-99.04429484
ABARROTES,19.39193065,-99.0856272
ABARROTES,19.32416432,-99.15716003
ABARROTES,19.45117581,-99.10970276
ABARROTES,19.42692406,-99.07087272
ABARROTES,19.35502818,-99.00059725
ABARROTES,19.44407721,-99.08712116
ABARROTES,19.27957155,-99.24308866
ABARROTES,19.4282726,-99.06976735
ABARROTES,19.42827232,-99.0697649
ABARROTES,19.46430727,-99.10058929
ABARROTES ,19.4933396,-99.12090348
ABARROTES,19.33977109,-99.00142197
ABARROTES,19.56388449,-99.13833586
ABARROTES,19.2999179,-99.17537845
ABARROTES,19.51201069,-99.2092467
ABARROTES,19.25210837,-99.17364233
ABARROTES,19.26517619,-99.17394136
ABARROTES,19.25951893,-99.18681217
ABARROTES,19.13159356,-99.18183033
ABARROTES,19.20587107,-99.14849236
ABARROTES,19.23282619,-99.20347409
ABARROTES,19.23743836,-99.24275724
ABARROTES,19.33918153,-98.99574811
ABARROTES,19.25846221,-99.03696908
ABARROTES,19.30045658,-99.17721337
ABARROTES,19.45324583,-99.15287331
ABARROTES,19.45325192,-99.15291245
ABARROTES,19.45324909,-99.15289427
ABARROTES,19.29878715,-99.22303673
ABARROTES,19.29572563,-99.2259943
ABARROTES,19.38327947,-99.13094197
ABARROTES,19.40691971,-99.12388296
ABARROTES,19.40892316,-99.12279622
ABARROTES,19.40691971,-99.12388296
ABARROTES,19.40873735,-99.12578055
ABARROTES,19.40873735,-99.12578055
ABARROTES,19.23542562,-99.12248886
ABARROTES,19.50531253,-99.12489618
ABARROTES,19.29769443,-99.06562369
ABARROTES,19.30834557,-99.0738574
ABARROTES,19.31737506,-99.06159859
ABARROTES,19.31789412,-99.05868441
ABARROTES,19.31432485,-99.06141701
ABARROTES,19.26981499,-99.17440143
ABARROTES,19.27318545,-98.99338633
ABARROTES,19.33305971,-99.04496435
ABARROTES,19.32791686,-99.04291128
ABARROTES,19.33900816,-99.04264192
ABARROTES,19.34082138,-99.03887202
ABARROTES,19.30185972,-99.07524142
ABARROTES,19.3063112,-99.07390069
ABARROTES,19.33443212,-99.04763243
ABARROTES,19.32788795,-99.07513668
ABARROTES,19.27748869,-99.16927571
ABARROTES,19.27337724,-99.18192093
ABARROTES,19.48635002,-99.18300506
ABARROTES,19.4835054,-99.18574821
ABARROTES,19.42919026,-99.1208598
ABARROTES,19.55250922,-99.15148501
ABARROTES,19.5525169,-99.15149952
ABARROTES,19.17237468,-98.99170699
ABARROTES,19.27165532,-99.18989963
ABARROTES,19.35799586,-99.00648552
ABARROTES,19.37857569,-99.01565509
ABARROTES,19.48014064,-99.15600957
ABARROTES,19.40888149,-99.12327894
ABARROTES,19.39851007,-99.06706507
ABARROTES,19.40932915,-99.06500066
ABARROTES,19.40615129,-99.19554558
ABARROTES,19.40620549,-99.19711659
ABARROTES,19.47861227,-99.06835109
ABARROTES,19.39515875,-99.06256558
ABARROTES,19.18546936,-99.06706473
ABARROTES,19.33121086,-99.01640324
ABARROTES,19.48620953,-99.07441812
ABARROTES,19.46216754,-99.10321463
ABARROTES,19.45245172,-99.19633867
ABARROTES,19.32079064,-99.26307034
ABARROTES,19.42649131,-99.15479711
ABARROTES,19.42649131,-99.15479711
ABARROTES,19.42649131,-99.15479711
ABARROTES,19.42649131,-99.15479711
ABARROTES,19.42649131,-99.15479711
ABARROTES,19.42649131,-99.15479711
ABARROTES,19.42649131,-99.15479711
ABARROTES,19.34034045,-99.02001828
ABARROTES,19.36260253,-99.11177144
ABARROTES,19.36261852,-99.11193386
ABARROTES,19.36260253,-99.11177144
ABARROTES,19.39029404,-99.09185544
ABARROTES,19.47753483,-99.14498928
ABARROTES,19.36788326,-99.03593221
ABARROTES,19.49619044,-99.18004027
ABARROTES,19.32144649,-99.24746228
ABARROTES,19.40281953,-99.05807971
ABARROTES,19.37162977,-99.09481415
ABARROTES,19.4835054,-99.18574821
ABARROTES,19.33095762,-99.16255311
ABARROTES,19.33483716,-99.17160555
ABARROTES,19.33028725,-99.16260583
ABARROTES,19.37194677,-99.09705401
ABARROTES,19.33702627,-98.97781979
ABARROTES,19.34703592,-98.99435671
ABARROTES,19.37396536,-99.02657194
ABARROTES,19.30809531,-99.08131669
ABARROTES,19.30809628,-99.08131802
ABARROTES,19.30809628,-99.08131802
ABARROTES,19.30415573,-99.07988993
ABARROTES,19.41159129,-99.11775105
ABARROTES,19.33754298,-99.05911146
ABARROTES,19.31066918,-99.07136835
ABARROTES,19.31066918,-99.07136835
ABARROTES,19.31066918,-99.07136835
ABARROTES,19.31066918,-99.07136835
ABARROTES,19.31066918,-99.07136835
ABARROTES,19.40237915,-99.18921625
ABARROTES,19.43998847,-99.11416917
ABARROTES,19.49319675,-99.20315831
ABARROTES,19.49181331,-99.21358054
ABARROTES,19.49181331,-99.21358054
ABARROTES,19.48181943,-99.21525245
ABARROTES,19.37285803,-99.18822439
ABARROTES,19.39555022,-99.10209404
ABARROTES,19.39574113,-99.10264716
ABARROTES,19.39573906,-99.10262338
ABARROTES,19.39575207,-99.10277282
ABARROTES,19.39574438,-99.10268454
ABARROTES,19.39576105,-99.10287603
ABARROTES,19.39576133,-99.10287926
ABARROTES,19.42566021,-99.12327221
ABARROTES,19.28731552,-99.05996417
ABARROTES,19.45989831,-99.13011339
ABARROTES,19.45989831,-99.13011339
ABARROTES,19.45989831,-99.13011339
ABARROTES,19.31684143,-99.06211312
ABARROTES,19.31670311,-99.0622239
ABARROTES,19.24581041,-99.09884304
ABARROTES,19.22337761,-99.08767896
ABARROTES,19.22393731,-99.08834333
ABARROTES,19.24475864,-99.09626327
ABARROTES,19.32019509,-99.05767773
ABARROTES,19.32038122,-99.06897143
ABARROTES,19.40718356,-99.13950858
ABARROTES,19.40705052,-99.13952354
ABARROTES,19.40705052,-99.13952354
ABARROTES,19.40705052,-99.13952354
ABARROTES,19.50531253,-99.12489618
ABARROTES,19.27589412,-99.18260527
ABARROTES,19.38707641,-99.07745347
ABARROTES,19.34016266,-99.01946734
ABARROTES,19.34016266,-99.01946734
ABARROTES,19.33922952,-99.01225059
ABARROTES,19.33709877,-99.01640941
ABARROTES,19.33709877,-99.01640941
ABARROTES,19.39782561,-99.09149377
ABARROTES,19.34505318,-99.03552663
ABARROTES,19.39131017,-99.09448645
ABARROTES,19.4755111,-99.17683024
ABARROTES,19.35409432,-99.12618166
ABARROTES,19.45989831,-99.13011339
ABARROTES,19.39209144,-99.089568
ABARROTES,19.44358519,-99.12445378
ABARROTES,19.27129534,-99.2239455
ABARROTES,19.31297538,-99.11475757
ABARROTES,19.32819509,-99.02595612
ABARROTES,19.34759097,-98.98997587
ABARROTES,19.40705052,-99.13952354
ABARROTES,19.38985252,-99.15739027
ABARROTES,19.38985252,-99.15739027
ABARROTES,19.31036438,-99.16103942
ABARROTES,19.35244429,-99.16120195
ABARROTES,19.35611916,-99.24035364
ABARROTES,19.32665389,-99.07193146
ABARROTES,19.33875277,-99.06900012
ABARROTES,19.32633873,-99.0785636
ABARROTES,19.22829293,-99.21434593
ABARROTES,19.39587477,-99.04836903
ABARROTES,19.32693423,-99.16676901
ABARROTES,19.32872493,-99.16738811
ABARROTES,19.37559464,-99.28616868
ABARROTES,19.44491385,-99.1444497
ABARROTES,19.44491385,-99.1444497
ABARROTES,19.44491385,-99.1444497
ABARROTES,19.44491385,-99.1444497
ABARROTES,19.47843298,-99.21379714
ABARROTES,19.51687044,-99.15299591
ABARROTES,19.50654301,-99.08961425
ABARROTES,19.50654301,-99.08961425
ABARROTES,19.50654301,-99.08961425
ABARROTES,19.44743516,-99.19457446
ABARROTES,19.44743516,-99.19457446
ABARROTES,19.44743516,-99.19457446
ABARROTES,19.44743516,-99.19457446
ABARROTES,19.35059135,-99.1091236
ABARROTES,19.35059135,-99.1091236
ABARROTES,19.35059135,-99.1091236
ABARROTES,19.50113038,-99.153105
ABARROTES,19.42859329,-99.05642541
ABARROTES,19.42859329,-99.05642541
ABARROTES,19.31383413,-99.06086469
ABARROTES,19.35663642,-99.25977421
ABARROTES,19.34245918,-99.11587406
ABARROTES,19.31118721,-99.16091613
ABARROTES,19.45188851,-99.07213665
ABARROTES,19.45188851,-99.07213665
ABARROTES,19.45388681,-99.0648573
ABARROTES,19.45673429,-99.05985719
ABARROTES,19.33919278,-98.99645882
ABARROTES,19.338339,-98.9955096
ABARROTES,19.35827697,-99.00025661
ABARROTES,19.35588304,-98.99751684
ABARROTES,19.354384,-98.99699983
ABARROTES,19.43994621,-99.11760505
ABARROTES,19.43998847,-99.11416917
ABARROTES,19.45109725,-99.12309732
ABARROTES,19.44814935,-99.12268377
ABARROTES,19.37266162,-99.12991023
ABARROTES,19.41141945,-99.11753801
ABARROTES,19.24587329,-99.09357407
ABARROTES,19.25115077,-99.09435491
ABARROTES,19.48673335,-99.07150799
ABARROTES,19.36100638,-99.23393262
ABARROTES,19.36097645,-99.23532376
ABARROTES,19.50662426,-99.10647378
ABARROTES,19.469817,-99.07556426
ABARROTES,19.37266162,-99.12991023
ABARROTES,19.2650446,-99.16975581
ABARROTES,19.26996506,-99.19228514
ABARROTES,19.48804235,-99.09918398
ABARROTES,19.41983818,-99.1094434
ABARROTES,19.42625868,-99.10785989
ABARROTES,19.31940831,-99.15705543
ABARROTES,19.38985252,-99.15739027
ABARROTES,19.37285803,-99.18822439
ABARROTES,19.50623311,-99.09960437
ABARROTES,19.27775246,-98.99706188
ABARROTES,19.44657638,-99.12773474
ABARROTES,19.37553714,-99.19398745
ABARROTES,19.34002617,-99.00311988
ABARROTES,19.34258597,-99.00428166
ABARROTES,19.46667021,-99.06572028
ABARROTES,19.46667021,-99.06572028
ABARROTES,19.37974866,-99.19319482
ABARROTES,19.37974866,-99.19319482
ABARROTES,19.469817,-99.07556426
ABARROTES,19.39574046,-99.10263945
ABARROTES,19.38832466,-99.06675774
ABARROTES,19.38832466,-99.06675774
ABARROTES,19.38832466,-99.06675774
ABARROTES,19.46610603,-99.1509073
ABARROTES,19.46610603,-99.1509073
ABARROTES,19.37975919,-99.07716478
ABARROTES,19.55250922,-99.15148501
ABARROTES,19.41541834,-99.14983532
ABARROTES,19.41234339,-99.12841546
ABARROTES,19.41002776,-99.16405036
ABARROTES,19.3950378,-99.07488931
ABARROTES,19.39503734,-99.07488942
ABARROTES,19.3950378,-99.07488931
ABARROTES,19.3950378,-99.07488931
ABARROTES,19.3950378,-99.07488931
ABARROTES,19.48403157,-99.07058448
ABARROTES,19.48403157,-99.07058448
ABARROTES,19.48403157,-99.07058448
ABARROTES,19.35151521,-99.04910807
ABARROTES,19.41431501,-99.07735322
ABARROTES,19.36251317,-98.99347567
ABARROTES,19.45188851,-99.07213665
ABARROTES,19.46782312,-99.16338618
ABARROTES,19.46788832,-99.1632663
ABARROTES,19.3936812,-99.11385192
ABARROTES,19.32706134,-99.04928186
ABARROTES,19.32489739,-99.0408424
ABARROTES,19.34846633,-99.22851173
ABARROTES,19.46167637,-99.11284455
ABARROTES,19.26493528,-99.16363747
ABARROTES,19.44909831,-99.11901442
ABARROTES,19.35660326,-98.99770127
ABARROTES,19.45186537,-99.11056295
ABARROTES,19.45046265,-99.11071417
ABARROTES,19.35369429,-98.99950682
ABARROTES,19.35376233,-98.99303359
ABARROTES,19.42970325,-99.14437856
ABARROTES,19.42970325,-99.14437856
ABARROTES,19.49435641,-99.19906303
ABARROTES,19.39541939,-99.16660309
ABARROTES,19.45987925,-99.09170043
ABARROTES,19.45987925,-99.09170043
