Establecimiento,Lat,Lon
"CENTRO DE LENGUAS EXTRANJERAS (CENLEX), UNIDAD SANTO TOMAS",19.4541675,-99.1660759
"CENTRO DE LENGUAS EXTRANJERAS (CENLEX), UNIDAD ZACATENCO",19.4959015,-99.138858
CENTRO DE NANOCIENCIAS Y MICRO Y NANOTECNOLOGIAS,19.5003612,-99.1401243
CENTRO EDUCATIVO HERMAN GRASSMANN,19.4754286,-99.1124258
CENTRO EDUCATIVO PROFECIONAL SEVILLA,19.4203381,-99.1753799
CENTRO EDUCATIVO TRES CULTURAS,19.4264197,-99.1615672
CENTRO ELEIA ACTIVIDADES PSICOLÓGICAS,19.35186,-99.1861973
CENTRO ERICKSONIANO DE MEXICO,19.35186,-99.1861973
"CENTRO INTERDISCIPLINARIO DE CIENCIAS DE LA SALUD (CICS), UNIDAD SANTO TOMAS",19.4526099,-99.1690017
CENTRO INTERDISCIPLINARIO DE INVESTIGACIONES Y ESTUDIOS SOBRE MEDIO AMBIENTE Y DESARROLLO (CIIEMAD),19.5135831,-99.1299537
CENTRO MEXICANO PARA LA PRODUCCION MAS LIMPIA (CMP+L),19.5121204,-99.1244143
CENTRO NACIONAL DE ACTUALIZACION DOCENTE,19.2932603,-98.9980598
CENTRO NACIONAL DE CALCULO (CENAC),19.5048652,-99.1413237
CENTRO TRILINGÚE,19.4820606,-99.1158458
CENTRO UNIVERITARIO CUSPIDE DE MEXICO,19.3620271,-99.0971354
CENTRO UNIVERSITARIO DE AMERICA,19.4623438,-99.1310822
CENTRO UNIVERSITARIO DE DESARROLLO EMPRESARIAL Y PEDAGOGICO,19.358446,-99.1532057
CENTRO UNIVERSITARIO HARVART,19.3463202,-99.1368655
CENTRO UNIVERSITARIO INCARNATE WORD,19.3769894,-99.1672716
CENTRO UNIVERSITARIO INTEGRAL IUS SEMPER,19.3757498,-99.1533525
CENTRO UNIVERSITARIO INTERNACIONAL,19.3772547,-99.1885856
CENTRO UNIVERSITARIO MEXICO,19.3893714,-99.1618327
CENTRO UNIVERSITARIO ORIENTE DE MEXICO,19.3925475,-99.0738608
CENTRO UNIVERSITARIO PATRIA,19.4668318,-99.1224636
CENTRO UNIVERSITARIO SAN ÁNGEL,19.422293,-99.1622604
CERN CENTRO DE ESTUDIOS EN EDUCACION MEDICA CONTINUA,19.4024724,-99.1352628
CESE CENTRO DE ESTUDIOS SUPERIORES EN EDUCACION,19.3710065,-99.1380632
CESMF,19.3518034,-99.202981
CETATACYS,19.3905503,-99.0444358
CIMIGEN ESCUELA OBTETRICIA UNAM,19.3220303,-99.0918786
CIRCULO DE ESTUDIOS EN PSICOTERAPIA EXISTENCIAL,19.3822757,-99.1474779
CIRCULO PSICOANALITICO MEXICANO,19.4118293,-99.174533
CLANICA ODONTOLOGICA CUAUTEPEC,19.5303096,-99.1430996
CLASES DE LA COCINA DE HUGO FERNANDEZ,19.4550363,-99.1288827
CLEU,19.3601392,-99.1609784
CLÍNICA DE MEDICINA DEPORTIVA,19.3239934,-99.1943286
CLINICA PERIFERICA PADIERNA DE LA UNIVERSIDAD AUTONOMA DE MEXICO,19.2937502,-99.2271189
CLINICA PERIFIRICA MILPA ALTA FACULTAD DE ODONTOLOGIA MILPA ALTA UNAMUNAM,19.196998,-99.0170493
CNCI CUAJIMALPA,19.362071,-99.2881668
CNCI REFORMA,19.4307309,-99.1555331
COLEGIO AMERICANO DE CIRUGANOS,19.3993921,-99.2042272
COLEGIO AMERICANO DE FOTOGRAFIA ANSEL ADAMS,19.4153508,-99.1657873
COLEGIO DE CIENCIAS MATEMATICAS. CCM,19.3060525,-99.0651424
COLEGIO DE CIENCIAS Y HUMANIDADES PLANTEL ORIENTE,19.3855207,-99.0603019
COLEGIO DE CONTADORES PUBLICOS DE MEXICO,19.3547029,-99.185243
COLEGIO DE DERECHO PUBLICO Y PRIVADO DE MEXICO,19.3843725,-99.1593853
COLEGIO DE ESTUDIOS SUPERIORES DE MEXICO,19.3009382,-99.1859858
COLEGIO DE FORMACION ACADEMICA FRAYLE PEDRO DE GANTE,19.369148,-99.1414228
"COLEGIO DE GEOGRAFÍA, OBSERVATORIO METEOROLÓGICO",19.3294854,-99.1859842
COLEGIO DE MEXICO,19.3041618,-99.2068306
COLEGIO DE NOTARIOS DE LA CIUDAD DEMEXICO,19.4324268,-99.168131
COLEGIO DE POSGRADOS DIALOGO DE SABERES AC,19.4264454,-99.1565222
COLEGIO DE POSGRADOS EN CIENCIAS,19.4371734,-99.1569911
COLEGIO DE PSICOANÁLISIS LACANIANO,19.3427456,-99.1682802
COLEGIO IBEROAMERICANO DE ESTUDIOS EXISTENCIALES Y HUMANISTICOS,19.4311959,-99.147304
COLEGIO INTERNACIONAL,19.3379965,-99.2119269
COLEGIO INTERNACIONALDE CIENCIAY HUMANIDADES,19.3732338,-99.140823
COLEGIO LIBRE DE ESTUDIOS UNIVERSITARIOS,19.3399688,-99.1429769
COLEGIO MEXICANO DE GINECOLOGOS DEDICADOS A LA COLPOSCOPIA,19.4076725,-99.1703606
COLEGIO MEXICANO DE GRAFOLOGIA Y CRIMINALISTICA,19.4019514,-99.169669
COLEGIO MEXICANO DE INVESTIGADORES DEL DERECHO,19.4379481,-99.2031398
COLEGIO NACIONAL DE CIENCIAS POLITOICAS Y ADMINISTRACION PUBLICA,19.3598876,-99.1581533
COLEGIO NACIONAL DE NOTARIADO MEXICANO A.C.,19.4242142,-99.1725002
COLEGIO SUPERIOR DE CIENCIAS JURIDICAS,19.3662513,-99.2631985
COLEGIO SUPERIOR DE CIENCIAS JURIDICAS,19.3817657,-99.1735713
COLEGIO SUPERIOR DE GASTRONOMIA,19.4129216,-99.167733
COLEGIO SUPERIOR DE TURISMO Y HOTELERIA SC CESAR RITZ,19.407126,-99.1596593
COLEGIO UNIVERSITARIO DEL DISTRITO FEDERAL,19.4146988,-99.1648975
COMISION DE OPERACION Y FOMENTO DE ACTIVIDADES ACADEMICAS DEL INSTITUTO POLITECNICO NACIONAL (COFAA-IPN),19.4283999,-99.1512246
COMUNIDAD TEOLOGICA DE MEXICO,19.3362943,-99.1949259
CONSERVATORIO NACIONAL DE MUSICA,19.4326182,-99.2074597
CONSULTORIA DE SICOLOGIA INSTITUTO IÑAKI PIÑUEL,19.4191044,-99.1642169
CORBUSE PARQUE HUNDIDO,19.3804776,-99.1757982
CTO CENTRO DE FORMACION,19.4200263,-99.1639252
"CTRO. DE ENSE ANZA, INV. Y EXT. EN PRODUCCION AVICOLA EN TL H",19.3018954,-99.0446691
CUAM COYOACAN,19.3670403,-99.1754841
DEFENSORIA DE LOS DERECHOS POLITECNICOS,19.4978814,-99.1438005
DEFENSORIA DE LOS DERECHOS UNIVERSITARIOS,19.310386,-99.1810688
DEPARTAMENTO DE FIRMA ELECTRONICA AVANZADA,19.3248606,-99.1756653
DEPARTAMENTO DE VIGILANCIA,19.33641,-99.1862127
DIGITAL BUSINESS ACADEMY,19.409002,-99.1793847
DIVISIÓN DE CIENCIAS BIOLÓGICAS Y DE LA SALUD  DCBS,19.2999864,-99.1027082
DIVISIÓN DE CIENCIAS SOCIALES Y HUMANIDADES  DCSH,19.2999864,-99.1027082
DIVISIÓN DE CIENCIAS Y ARTES PARA EL DISEÑO  CYAD,19.2999864,-99.1027082
DIVISION DE EDUCACION CONTINUA DE PSICOLOGÍA,19.3651033,-99.1867272
DIVISION DE EDUCACION CONTINUA PALACIO DE MINERIA,19.4358668,-99.1397518
DIVISION DE ESTUDIOS DE POSGRADO DE INGENIERIA,19.3273633,-99.180866
DIVISION DE ESTUDIOS DE POSGRADO DE LA FACULTAD DE CIENCIAS,19.3229538,-99.1800961
DIVISIÓN DEL SISTEMA DE UNIVERSIDAD ABIERTA DE LLA FACULTAD DE PSICOLOGIA,19.336835,-99.1870077
EBS CIUDAD DE MEXICO,19.284871,-99.1370894
EDIFICIO DE LOS MASCARONES,19.4417981,-99.160164
EDUCACION CONTINUA Y DESARROLLO PROFESIONAL ENEO UNAM,19.3671385,-99.180057
EDUCALP,19.4019731,-99.1364984
ENEO ANEXO DEPORTIVO,19.2924636,-99.1513343
ENEO DIVISION SUAYED,19.2915813,-99.1507821
ENSEÑANZA E INVESTIGACION CENTRO MEDICO NACIONAL 20 DE NOVIEMBRE,19.374078,-99.1709179
ESCNA,19.3899044,-99.1683656
ESCUELA BANCARIA COMERCIAL SC,19.4287276,-99.1592296
ESCUELA BANCARIA Y COMERCIAL,19.4268362,-99.1585156
"ESCUELA BANCARIA Y COMERCIAL, S.C.",19.425763,-99.1584497
ESCUELA CLINICA PERIFERICA DE ODONTOLOGIA UNAM XOMILCO,19.2510826,-99.1097764
ESCUELA DE ADMINISTRACION PUBLICA DE LA CIUDAD DE MEXICO,19.436042,-99.1402195
ESCUELA DE CIENCIAS DE LA COMUNICACION SC,19.3764158,-99.1565391
ESCUELA DE CINE,19.4114406,-99.162512
ESCUELA DE DERECHO PONCIANO ARRIAGA,19.436647,-99.1326287
ESCUELA DE DIETETICA Y NUTRICION,19.2838353,-99.1643247
ESCUELA DE DIETÉTICA Y NUTRICIÓN,19.2957119,-99.176008
ESCUELA DE DISEÑO DEL INBA,19.4181468,-99.1317358
ESCUELA DE EDUCACION SUPERIOR ICONOS,19.4264509,-99.1519799
ESCUELA DE ENFERMERIA AURELIA SALDIERNA RODRIGUEZ,19.2918365,-99.1597644
ESCUELA DE ENTRENADORES SIN NOMBRE,19.329581,-99.1542374
ESCUELA DE ESCRITORES SOGEM,19.3514096,-99.1506393
ESCUELA DE ESTUDIOS JURIDICOS Y FISCALES CISNEROS RICO,19.3688388,-99.146383
ESCUELA DE INGENIERIA HEBERTO CASTILLO MARTINEZ,19.2963564,-99.0405031
ESCUELA DE INGENIERIA MUNICIPAL,19.3893121,-99.1384412
ESCUELA DE ODONTOLOGICA,19.4066902,-99.169914
ESCUELA DE OSTEOPATIA DE MADRID MEXICO,19.3725328,-99.1779186
ESCUELA DE PERIODISMO CARLOS SEPTIÉN GARCÍA,19.4370683,-99.1487278
ESCUELA DE POSGRADO EN SANIDAD NAVAL,19.3206114,-99.1138413
ESCUELA DECONTABILIDAD Y ADMINISTRACION PUBLICA LEONA VICARIO,19.4711825,-99.1661901
ESCUELA DIGITAL ED,19.436687,-99.1529309
ESCUELA INTERNACIONAL DE DERECHO JURISPRUDENCIA,19.2808027,-99.1396
ESCUELA INTERNACIONAL DE TURISMO SC,19.3934834,-99.1639207
ESCUELA JUDICIAL DE ABOGADOS DEMOCRATAS DE LA REPUBLICA MEXICANA A C,19.4205792,-99.1539562
ESCUELA JURÍDICA Y FORENSE DEL SURESTE,19.4283135,-99.1370937
ESCUELA LIBRE DE DERECHO,19.4252995,-99.1459856
ESCUELA LIBRE DE HOMEOPATIA DE MEXICO IAP,19.4493827,-99.1320518
ESCUELA LIBRE DE ODONTOLOGÍA,19.4046411,-99.1803882
ESCUELA MEDICO NAVAL,19.3205905,-99.114182
ESCUELA MEXICANA DE ARCHIVOS,19.394208,-99.1752917
ESCUELA MILITAR DE INGENIEROS,19.4329653,-99.2237888
ESCUELA MILITAR DE MEDICINA,19.4341589,-99.2140665
ESCUELA MILITAR DE ODONTOLOGIA,19.4345013,-99.2165277
ESCUELA NACIONAL DE ANTROPOLOGIA E HISTORIA,19.3022691,-99.1794417
ESCUELA NACIONAL DE ARTE TEATRAL,19.3565821,-99.140934
ESCUELA NACIONAL DE ARTES PLASTICAS UNAM,19.2523683,-99.1181955
ESCUELA NACIONAL DE AUDIO Y PRODUCCION MUSICAL,19.3985911,-99.1715556
ESCUELA NACIONAL DE BIBLIOTECONOMIA Y ARCHIVONOMIA,19.5110109,-99.1331813
ESCUELA NACIONAL DE BIBLIOTECONOMIA Y ARCHIVONOMIA (ENBA),19.5109692,-99.1331531
ESCUELA NACIONAL DE CIENCIAS BIOLOGICAS (ENCB),19.5043061,-99.1479463
ESCUELA NACIONAL DE CONSERVACION Y RESTAURACION Y MUSEOGRAFIA MANUEL DEL CASTILLO NEGRETE,19.3545447,-99.1498355
ESCUELA NACIONAL DE DANZA CLASICA Y CONTEMPORANEA,19.3565821,-99.140934
ESCUELA NACIONAL DE DANZA FOLKLORICA DEL INBA,19.4237803,-99.1942526
ESCUELA NACIONAL DE ENFERMERÍA Y OBSTETRICIA,19.2916186,-99.1507201
ESCUELA NACIONAL DE ENTRENADORES DEPORTIVOS,19.4070574,-99.0825458
ESCUELA NACIONAL DE LENGUAS LINGUISTICA Y TRADUCCION,19.2932861,-99.1656355
ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA (ENMH),19.5114746,-99.1390686
ESCUELA NACIONAL DE MUSICA,19.3547743,-99.1535819
ESCUELA NACIONAL DE PINTURA ESCULTURA Y GRABADO LA ESMERALDA,19.3565821,-99.140934
ESCUELA NACIONAL DE TRABAJO SOCIAL,19.323989,-99.1840385
ESCUELA NACIONAL MEXICANA DE MEDICINA OSTEOPATICA SC,19.4387483,-99.1563264
ESCUELA NACIONAL PARA MAESTRAS DE JARDINES DE NIÑOS,19.3611542,-99.1872607
ESCUELA NORMAL DE ESPECIALIZACIÓN DR. ROBERTO SOLIS QUIROGA,19.4307024,-99.2052329
ESCUELA NORMAL DE MEXICO,19.3559629,-99.1666083
ESCUELA NORMAL SUPERIOR DE MEXICO,19.498464,-99.2064226
ESCUELA SUPERIOR DE CINE,19.428644,-99.1367616
"ESCUELA SUPERIOR DE COMERCIO Y ADMINISTRACION (ESCA), UNIDAD SANTO TOMAS",19.4526099,-99.1690017
"ESCUELA SUPERIOR DE COMERCIO Y ADMINISTRACION (ESCA), UNIDAD TEPEPAN",19.2843108,-99.1515602
ESCUELA SUPERIOR DE COMPUTO (ESCOM),19.5048717,-99.1433502
ESCUELA SUPERIOR DE DESARROLLO E INNOVACIÓN EMPRESARIAL,19.4268225,-99.1582381
ESCUELA SUPERIOR DE ECONOMIA (ESE),19.4547774,-99.1698492
ESCUELA SUPERIOR DE ENFERMERIA Y OBSTETRICIA (ESEO),19.5043061,-99.1479463
ESCUELA SUPERIOR DE FISICA Y MATEMATICAS (ESFM),19.49924,-99.1324793
"ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA (ESIME), UNIDAD AZCAPOTZALCO",19.5079518,-99.1311031
"ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA (ESIME), UNIDAD CULHUACAN",19.3283532,-99.1108575
"ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA (ESIME), UNIDAD TICOMAN",19.5086246,-99.1317996
"ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA (ESIME), UNIDAD ZACATENCO",19.4953436,-99.1365594
ESCUELA SUPERIOR DE INGENIERIA QUIMICA E INDUSTRIAS EXTRACTIVAS (ESIQIE),19.49924,-99.1324793
ESCUELA SUPERIOR DE INGENIERIA TEXTIL (ESIT),19.49924,-99.1324793
"ESCUELA SUPERIOR DE INGENIERIA Y ARQUITECTURA (ESIA), UNIDAD TICOMAN",19.5086246,-99.1317996
"ESCUELA SUPERIOR DE INGENIERIA Y ARQUITECTURA (ESIA), UNIDAD ZACATENCO",19.5040105,-99.1365165
ESCUELA SUPERIOR DE MEDICINA (ESM),19.4516134,-99.1686619
ESCUELA SUPERIOR DE MUSICA,19.3565821,-99.140934
ESCUELA SUPERIOR DE MÚSICA,19.3489014,-99.1583342
ESCUELA SUPERIOR DE REHABILITACION,19.2900707,-99.1485445
ESCUELA SUPERIOR DE TURISMO (EST),19.5130364,-99.1413373
ESCUELA SUPERIR  DE COMERCIO Y ADMINISTRACIÓN UNIDAD SANTO TOMAS ESCA,19.4523565,-99.167261
ESCUELA UNIREM,19.3189209,-99.0777457
ESCUELAS DE EDUCACIÓN SUPERIOR DEL SECTOR PRIVADO,19.4304751,-99.1481396
ESEF,19.4065063,-99.0983693
ESTANCIA INFANTIL MI PEQUEÑO MUNDO,19.4724938,-99.1546158
ETTA MÉXICO,19.4183959,-99.1068177
FACULTAD DE ADMINISTRACION Y CONTABILIDAD DIVISION DE ESTUDIOS DE POSGRADO,19.3228584,-99.1845247
FACULTAD DE ADMINISTRACION Y CONTABILIDAD DIVISION DE INVESTIGACION CENTRO DE DESARROLLO DOCENTE,19.3228648,-99.1845018
FACULTAD DE ARQUITECTURA,19.3305324,-99.1868297
FACULTAD DE CIENCIAS,19.322986,-99.1801873
FACULTAD DE CIENCIAS POLITICAS Y SOCIALES DIVISION DE EDUCACION CONTINUA,19.3197117,-99.1763063
FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES DIVISION DE ESTUDIOS DE POSGRADO,19.3196984,-99.1763043
FACULTAD DE CIENCIAS POLITICAS Y SOCIALES DIVISION DEL SUA,19.3196962,-99.176304
FACULTAD DE CONTADURIA Y ADMINISTRACION,19.3239357,-99.1841406
FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,19.3304966,-99.1840379
FACULTAD DE CONTADURIA Y ADMINISTRACION DIVISION DEL SUA,19.3241803,-99.1836771
FACULTAD DE DERECHO,10.2583938,-124.4455263
FACULTAD DE DERECHO DE LA BARRA NACIONAL DE ABOGADOS,19.3619579,-99.1964058
FACULTAD DE DERECHO DIVISION DE ESTUDIOS DE POSGRADO JORGE CARPIZO,19.3368584,-99.1886181
FACULTAD DE DERECHO DIVISION DEL S.U.A.,19.3223702,-99.1862996
FACULTAD DE ECONOMÍA,19.3351653,-99.1834648
FACULTAD DE ECONOMIA DIVISION DEL S.U.A,19.3351635,-99.183481
FACULTAD DE ESTUDIOS PROFESIONALES Y POSTGRADOS FEPP,19.4237434,-99.1429201
FACULTAD DE ESTUDIOS SUPERIORES FES ZARAGOZA,19.3829584,-99.0369866
FACULTAD DE FILOSOFIA Y LETRAS DIVISION DE ESTUDIOS SUPERIORES,19.3347786,-99.1869351
FACULTAD DE INGENIERÍA,19.3307244,-99.1846912
FACULTAD DE MEDICINA,19.332454,-99.189397
FACULTAD DE MEDICINA VETERINARIA Y ZOOCTECNIA DIVISION DE ESTUDIOS DE POSGRADO,19.3304378,-99.1766291
FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,19.3304482,-99.176636
FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA DIVISION DEL S.U.A.,19.3304483,-99.176636
FACULTAD DE ODONTOLOGÍA,19.3351064,-99.1839992
FACULTAD DE ODONTOLOGIA DIVISION DE ESTUDIOS DE POSGRADO E INVESTIGACIÓN,19.3349798,-99.1815627
FACULTAD DE PSICOLOGÍA,19.3367748,-99.1875221
FACULTAD DE PSICOLOGIA DE DIVISIÓN DE ESTUDIOS PROFESIONALES Y DE POSGRADO,19.3347177,-99.1893809
FACULTAD DE QUÍMICA,19.3351042,-99.1840195
FACULTAD DE VETERINARIA,19.2097469,-99.1527412
FACULTAD INTERAMERICANO DE ABOGADOS,19.3802621,-99.1427929
FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES SEDE MÉXICO,19.2970985,-99.2148995
FRONTÓN CERRADO,19.3286983,-99.1834365
FUNIBER,19.387334,-99.1778899
G MARTEL UNIVERSIDAD DE LA MUSICA,19.3350098,-99.1772711
GAUSA,19.4032655,-99.1388847
GIMNASIO DE HALTEROFILIA Y BA OS - VESTIDORES EN PISTA DE CALENTAMIENTO,19.3288886,-99.1927554
GRUPO CULTURAL ICEL,19.4886539,-99.1162157
GRUPO CULTURAL ICEL,19.4267546,-99.1590015
GRUPO CULTURAL ICEL,19.3218813,-99.1375295
GRUPO CULTURAL ICEL,19.3346742,-99.1996566
GRUPO CULTURAL ICEL,19.3813676,-99.0162398
GRUPO CULTURAL ICEL,19.3496893,-99.0723729
GRUPO CULTURAL ICEL,19.5014365,-99.1163852
GRUPO CULTURAL ICEL,19.4358939,-99.1701488
GRUPO EDUCATIVO IMEI IZTAPALAPA,19.3614384,-99.1104007
GYM ULSA,19.2968282,-99.1413472
IDAP CDMX,19.4024186,-99.1724456
IFAC,19.35186,-99.1861973
IFICED,19.4070446,-99.0824511
ILCE,19.2877778,-99.1358252
ILUSTRE Y NACIONAL COLEGIO DE ABOGADOS DE MEXICO,19.419579,-99.1587633
IMESEX,19.3575487,-99.2136714
INAP CEDE SUR,19.35186,-99.1861973
INEJUC INSTITUTO JURIDICO,19.4197797,-99.1640032
INESPO,19.3853431,-99.1753864
INST MEX DE PREVENCION DEL DELITO E INV PENITENCIARIA,19.4723687,-99.1235922
INSTITUO NACIONAL DE CIENCIAS JURIDICAS Y FILOSOFICAS,19.4347657,-99.1607294
INSTITUTO ALCALA DE CIENCIENCIAS Y ESPECIALIDADES DE LA SALUD,19.3725328,-99.1779186
INSTITUTO ALCOSER CAPACITCION,19.3466964,-99.1273261
INSTITUTO BONAMPAK PLANTEL ORIENTE,19.3855503,-99.0701366
INSTITUTO CIENTIFICO TÉCNICO Y EDUCATIVO,19.374048,-99.1752833
INSTITUTO COGNIVO CONDUCTUAL DE SALUD MENTAL DE MEXICO,19.4270314,-99.1782059
INSTITUTO COMERCIAL MEXICO,19.3621977,-99.0965252
INSTITUTO COMERCIAL MEXICO PLANTEL TLALTENCO,19.2981123,-99.0257127
INSTITUTO CULTURAL,19.4184185,-99.159598
INSTITUTO CULTURAL HELENICO AC,19.3525591,-99.1901588
INSTITUTO CULTURAL Y EDUCATIVO COAPA S.A.,19.3270491,-99.173427
INSTITUTO DE BIOLOGÍA,19.3196407,-99.1935571
INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS AC,19.4305448,-99.1548649
INSTITUTO DE COMUNICACION Y FILOSOFIA,19.3383554,-99.1254604
