Establecimiento,Lat,Lon
Bodega Aurrera Express doctores 1669,19.410923,-99.146583
Bodega Aurrerá Mariano Escobedo,19.446192,-99.183212
Bodega Aurrera Doctores,19.406985,-99.145159
Bodega Aurrera Express La Purísima,19.380705,-99.12147
Walmart Las armas,19.477083,-99.220433
Bodega Aurrera express Nautla 1987,19.334459,-99.081507
Bodega Aurrera Express Xola,19.394721,-99.141817
Walmart Echegaray,19.484413,-99.232676
Bodega Aurrera Iztapalapa,19.354767,-99.103975
Walmart Tláhuac,19.308005,-99.059709
Ba Express Juan Bretel,19.294446,-99.047096
Bodega Aurrera Express Panteón Francés,19.449832,-99.203325
Bodega Aurrera Express Cenicienta,19.289586,-99.04664
Bodega Aurrerá Express Niños Héroes,19.388958,-99.146586
Bodega Aurrera Express Santa Isabel,19.347635,-99.106833
Walmart Tlalpan,19.380378,-99.141097
Bodega Aurrera Express Villas Estrella,19.318917,-99.084242
Walmart Lomas Toreo,19.450123,-99.217683
Bodega Aurrerá Lomas Estrella,19.320445,-99.092761
Bodega Aurrera Express Miraflores,19.367624,-99.140729
Bodega Aurrera Express Arneses,19.337979,-99.113195
Bodega Aurrera Express,19.402281,-99.178391
Walmart Express Del Valle,19.381807,-99.162488
Bodega Aurrera Tacubaya,19.404115,-99.187335
Bodega Aurrera La Virgen,19.322714,-99.106391
Bodega Aurrerá Express Portales 2,19.366085,-99.153007
Walmart Universidad,19.368701,-99.164124
Bodega Aurrera Express Observatorio (2184),19.403001,-99.198594
Walmart Tacubaya,19.401307,-99.201378
Walmart Félix Cuevas,19.372309,-99.176147
Walmart Miramontes,19.317642,-99.125343
Bodega Aurrera Express El Mirador,19.299975,-99.1077
Bodega Aurrerá Observatorio,19.399633,-99.209442
Walmart Express Coyoacán,19.344483,-99.156167
Walmart Cuemanco,19.295122,-99.108388
Bodega Aurrera,19.379169,-99.199653
Bodega Aurrerá Cantil,19.330653,-99.154381
Walmart Plateros,19.369715,-99.193913
Walmart Express Revolución,19.364807,-99.189243
Bodega Aurrera Exprés Eje 10 Sur,19.335511,-99.161526
Walmart Villa Coapa,19.292946,-99.123807
Bodega Aurrera,19.291502,-99.125521
Bodega Aurrera - Camino Real Toluca,19.386991,-99.222232
Bodega Aurrera Express Olivar del conde.,19.373741,-99.209475
Walmart Taxqueña,19.344513,-99.182594
Bodega Aurrera Express Santa Úrsula,19.311302,-99.153496
Bodega Aurrerá Express la Cebada (2834),19.280267,-99.123408
Walmart Copilco,19.338255,-99.18425
Bodega Aurrera Express Pedro Ramirez,19.257248,-99.106613
Bodega Aurrera,19.26746,-99.117352
Walmart Vasco de Quiroga,19.382975,-99.235103
Bodega Aurrera Express Nativitas,19.24748,-99.103905
Vasco de Quiroga 1684,19.381109,-99.240301
Walmart Lilas,19.387929,-99.247812
Bodega Aurrera Express,19.380336,-99.242064
Walmart Las Águilas,19.352852,-99.215351
Walmart Patio Santa Fe,19.37722,-99.253732
Walmart Periférico Sur,19.306329,-99.187295
Bodega Aurrera Express,19.34847,-99.229462
Bodega Aurrerá Insurgentes Sur,19.289148,-99.1729
Bodega Aurrera Express,19.270244,-99.159984
Bodega Aurrera Express Picacho Ajusco,19.284348,-99.189075
Bodega Aurrera Express,19.28456,-99.189599
Bodega Aurrera Express Cerro del Judío,19.323701,-99.246825
Walmart Cuajimalpa,19.364242,-99.288728
Bodega Aurrera Express Los Dinamos,19.305256,-99.237622
Bodega Aurrera Express 2722. Pedregal de San Nicolas,19.279941,-99.233971
